name,Type,Region,Zone
PGE_VLY_PVT_30265,PV,CIPV,CA
PGE_VLY_PVT_30345,PV,CIPV,CA
PGE_VLY_PVT_30760,PV,CIPV,CA
Phillips_Carbon,Coal,CIPB,CA
Phillips_RodeoA,Gas CT,CIPB,CA
Phillips_RodeoB,Gas CT,CIPB,CA
Phillips_RodeoC,Gas CT,CIPB,CA
Phoenix_1,Hydro,CIPV,CA
Phoenix_Wind,Wind,CISC,CA
PHP_2_2,Hydro,PGE,PNW
PHP1-1,Hydro,PGE,PNW
Pigeon_Cove_1,Hydro,IPMV,PNW
Pilgrim_Stage,Wind,IPMV,PNW
Pilot_Knob_1,Hydro,IID,CA
Pilot_Knob_2,Hydro,IID,CA
Pine_Flat_1,Hydro,CIPV,CA
Pine_Flat_2,Hydro,CIPV,CA
Pine_Flat_3,Hydro,CIPV,CA
PineTreeSolar,PV,LDWP,CA
PineTreeWind,Wind,LDWP,CA
Pingston_1,Hydro,BCHA,CAN
Pingston_2,Hydro,BCHA,CAN
Pingston_3,Hydro,BCHA,CAN
PioPicoEnergyCenter1,Gas CT,CISD,CA
PioPicoEnergyCenter2,Gas CT,CISD,CA
PioPicoEnergyCenter3,Gas CT,CISD,CA
Pit_1_H1,Hydro,CIPV,CA
Pit_1_H2,Hydro,CIPV,CA
Pit_3_H1,Hydro,CIPV,CA
Pit_3_H2,Hydro,CIPV,CA
Pit_3_H3,Hydro,CIPV,CA
Pit_4_1,Hydro,CIPV,CA
Pit_4_2,Hydro,CIPV,CA
Pit_5_H1,Hydro,CIPV,CA
Pit_5_H2,Hydro,CIPV,CA
Pit_5_H3,Hydro,CIPV,CA
Pit_5_H4,Hydro,CIPV,CA
Pit_6_H1,Hydro,CIPV,CA
Pit_6_H2,Hydro,CIPV,CA
Pit_7_H1,Hydro,CIPV,CA
Pit_7_H2,Hydro,CIPV,CA
Pit5_Agg,Hydro,CIPV,CA
PitchesHnrRanch,Gas CT,CISC,CA
PitchessCognCC-Total,Gas CC,LDWP,CA
Plains_End_GE10,Other,PSCO,COWY
Plains_End_GE11,Other,PSCO,COWY
Plains_End_GE12,Other,PSCO,COWY
Plains_End_GE13,Other,PSCO,COWY
Plains_End_GE14,Other,PSCO,COWY
Plains_End_GE15,Other,PSCO,COWY
Plains_End_GE16,Other,PSCO,COWY
Plains_End_GE17,Other,PSCO,COWY
Plains_End_GE18,Other,PSCO,COWY
Plains_End_GE19,Other,PSCO,COWY
Plains_End_GE20,Other,PSCO,COWY
Plains_End_GEN1,Other,PSCO,COWY
Plains_End_GEN2,Other,PSCO,COWY
Plains_End_GEN3,Other,PSCO,COWY
Plains_End_GEN4,Other,PSCO,COWY
Plains_End_GEN5,Other,PSCO,COWY
Plains_End_GEN6,Other,PSCO,COWY
Plains_End_GEN7,Other,PSCO,COWY
Plains_End_GEN8,Other,PSCO,COWY
Plains_End_GEN9,Other,PSCO,COWY
Plains_End2G01,Other,PSCO,COWY
Plains_End2G02,Other,PSCO,COWY
Plains_End2G03,Other,PSCO,COWY
Plains_End2G04,Other,PSCO,COWY
Plains_End2G05,Other,PSCO,COWY
Plains_End2G06,Other,PSCO,COWY
Plains_End2G07,Other,PSCO,COWY
Plains_End2G08,Other,PSCO,COWY
Plains_End2G09,Other,PSCO,COWY
Plains_End2G10,Other,PSCO,COWY
Plains_End2G11,Other,PSCO,COWY
Plains_End2G12,Other,PSCO,COWY
Plains_End2G13,Other,PSCO,COWY
Plains_End2G14,Other,PSCO,COWY
Plaza_Del_Sol_1,PV,TEPC,AZ
Pleasant_Valley,Hydro,CISC,CA
Ples_I_T101,Geothermal,CISC,CA
Ples_I_T102,Geothermal,CISC,CA
Ples_I_T103,Geothermal,CISC,CA
Plummer_Cgn,Biomass,AVA,PNW
PNM_Generic_CT1,Gas CT,PNM,NM
PNM_Generic_CT2,Gas CT,PNM,NM
PNM_Generic_CT3,Gas CT,PNM,NM
PNM_Generic_CT4,Gas CT,PNM,NM
PNM_Generic_CT5,Gas CT,PNM,NM
PNM_Generic_PV,PV,PNM,NM
PNM_Generic_W1,Wind,PNM,NM
PNM_Generic_W2,Wind,PNM,NM
Pocatello_Waste,Biomass,IPFE,PNW
POCATERA_1,Hydro,AESO,CAN
Poe_1,Hydro,CIPV,CA
Poe_2,Hydro,CIPV,CA
PointLoma1,Biomass,CISD,CA
PointLoma2,Biomass,CISD,CA
PointLoma3,Biomass,CISD,CA
PointLomaHY,Hydro,CISD,CA
Pole_Hill_1,Hydro,WACM,COWY
PonderosaBaileyCreek,Hydro,CIPV,CA
Ponnequin_30,Wind,PSCO,COWY
Ponnequin_8,Wind,PSCO,COWY
Ponnequin1,Wind,PSCO,COWY
Poole_1,Hydro,CISC,CA
Poplar_Hill_1,Gas CT,AESO,CAN
Port_Townsend4,Biomass,BPAT,PNW
Port_Townsend6,Biomass,BPAT,PNW
Portal,Hydro,CISC,CA
PortervillePV1,PV,CISC,CA
PortervillePV2,PV,CISC,CA
PortervillePV5,PV,CISC,CA
PortlandCementColtn1,Coal,CISC,CA
PortlandCementColtn2,Coal,CISC,CA
PortofStocktonEF,Coal,CIPV,CA
PortTownsend,Hydro,BPAT,PNW
PortWestwrd1CC-Total,Gas CC,PGE,PNW
PortWestwrd2-01,Other,PGE,PNW
PortWestwrd2-02,Other,PGE,PNW
PortWestwrd2-03,Other,PGE,PNW
PortWestwrd2-04,Other,PGE,PNW
PortWestwrd2-05,Other,PGE,PNW
PortWestwrd2-06,Other,PGE,PNW
PortWestwrd2-07,Other,PGE,PNW
PortWestwrd2-08,Other,PGE,PNW
PortWestwrd2-09,Other,PGE,PNW
PortWestwrd2-10,Other,PGE,PNW
PortWestwrd2-11,Other,PGE,PNW
PortWestwrd2-12,Other,PGE,PNW
Post_Falls_1,Hydro,AVA,PNW
Post_Falls_2,Hydro,AVA,PNW
Post_Falls_3,Hydro,AVA,PNW
Post_Falls_4,Hydro,AVA,PNW
Post_Falls_5,Hydro,AVA,PNW
Post_Falls_6,Hydro,AVA,PNW
Potholes_East,Hydro,TPWR,PNW
Potter_Valley_1,Hydro,CIPV,CA
Potter_Valley_2,Hydro,CIPV,CA
Potter_Valley_3,Hydro,CIPV,CA
PowerInvest,Hydro,PAID,PNW
PrairieWoodProducts,Biomass,IPTV,PNW
PrescottAirport,PV,AZPS,AZ
PrescottPV1,PV,AZPS,AZ
Priest_Rapids_1,Hydro,GCPD,PNW
Priest_Rapids_2,Hydro,GCPD,PNW
Priest_Rapids_3,Hydro,GCPD,PNW
Priest_Rapids_4,Hydro,GCPD,PNW
Priest_Rapids_5,Hydro,GCPD,PNW
Priest_Rapids_6,Hydro,GCPD,PNW
Priest_Rapids_7,Hydro,GCPD,PNW
Priest_Rapids_8,Hydro,GCPD,PNW
Priest_Rapids_9,Hydro,GCPD,PNW
Priest_Rapids10,Hydro,GCPD,PNW
Prima_Plant1,Biomass,CISD,CA
Prima_Plant2,Biomass,CISD,CA
Primrose_1,Gas CT,AESO,CAN
PristineSpgs1_1,Hydro,IPMV,PNW
PristineSpgs3_1,Hydro,IPMV,PNW
Prospect1,Hydro,PACW,PNW
Prospect2-1,Hydro,PACW,PNW
Prospect2-2,Hydro,PACW,PNW
Prospect3,Hydro,PACW,PNW
Prospect4,Hydro,PACW,PNW
ProximityPV1,PV,PNM,NM
PSC_1,PV,TEPC,AZ
PSC_2,PV,TEPC,AZ
PSCO-GenericWind,Wind,PSCO,COWY
PtarmiganCreek1,Hydro,BCHA,CAN
PtarmiganCreek2,Hydro,BCHA,CAN
Pteragen_Butte1,Wind,AESO,CAN
Pteragen_Butte2,Wind,AESO,CAN
Pueblo_IC1,Other,PSCO,COWY
Pueblo_IC2,Other,PSCO,COWY
Pueblo_IC3,Other,PSCO,COWY
Pueblo_IC4,Other,PSCO,COWY
Pueblo_IC5,Other,PSCO,COWY
Pueblo5,Other,PSCO,COWY
Pueblo6,Other,PSCO,COWY
PuebloAP-1,Gas CT,PSCO,COWY
PuebloAP-2,Gas CT,PSCO,COWY
PuebloAP-3CC-Total,Gas CC,PSCO,COWY
PuebloAP-4CC-Total,Gas CC,PSCO,COWY
PuebloAP-GT,Gas CT,PSCO,COWY
Puente_Hills1,Biomass,CISC,CA
Puente_Hills2,Biomass,CISC,CA
Puente_Hills3,Biomass,CISC,CA
Puente_Hills4,Biomass,CISC,CA
Puente_Hills5,Biomass,CISC,CA
Puget_Sound,Other,BPAT,PNW
Puntledge_1,Hydro,BCHA,CAN
PV_SC2_APS_14000,PV,AZPS,AZ
PV_SC2_APS_14004,PV,AZPS,AZ
PV_SC2_APS_14009,PV,AZPS,AZ
PV_SC2_APS_14010,PV,AZPS,AZ
PV_SC2_APS_14016,PV,AZPS,AZ
PV_SC2_APS_14017,PV,AZPS,AZ
PV_SC2_APS_14031,PV,AZPS,AZ
PV_SC2_APS_14201,PV,AZPS,AZ
PV_SC2_APS_14202,PV,AZPS,AZ
PV_SC2_APS_14205,PV,AZPS,AZ
PV_SC2_APS_14207,PV,AZPS,AZ
PV_SC2_APS_14209,PV,AZPS,AZ
PV_SC2_APS_14210,PV,AZPS,AZ
PV_SC2_APS_14212,PV,AZPS,AZ
PV_SC2_APS_14215,PV,AZPS,AZ
PV_SC2_APS_14216,PV,AZPS,AZ
PV_SC2_APS_14217,PV,AZPS,AZ
PV_SC2_APS_14220,PV,AZPS,AZ
PV_SC2_APS_14222,PV,AZPS,AZ
PV_SC2_APS_14226,PV,AZPS,AZ
PV_SC2_APS_14227,PV,AZPS,AZ
PV_SC2_APS_14228,PV,AZPS,AZ
PV_SC2_APS_14229,PV,AZPS,AZ
PV_SC2_APS_14233,PV,AZPS,AZ
PV_SC2_APS_14237,PV,AZPS,AZ
PV_SC2_APS_14243,PV,AZPS,AZ
PV_SC2_APS_14246,PV,AZPS,AZ
PV_SC2_APS_14249,PV,AZPS,AZ
PV_SC2_APS_14253,PV,AZPS,AZ
PV_SC2_APS_14254,PV,AZPS,AZ
PV_SC2_APS_14255,PV,AZPS,AZ
PV_SC2_AVA_40624,PV,AVA,PNW
PV_SC2_AVA_40683,PV,AVA,PNW
PV_SC2_AVA_48025,PV,AVA,PNW
PV_SC2_AVA_48357,PV,AVA,PNW
PV_SC2_AVA_48999,PV,AVA,PNW
PV_SC2_BPA_40046,PV,BPAT,PNW
PV_SC2_BPA_40049,PV,BPAT,PNW
PV_SC2_BPA_40095,PV,BPAT,PNW
PV_SC2_BPA_40375,PV,BPAT,PNW
PV_SC2_BPA_40381,PV,BPAT,PNW
PV_SC2_BPA_40443,PV,BPAT,PNW
PV_SC2_BPA_40595,PV,BPAT,PNW
PV_SC2_BPA_40635,PV,BPAT,PNW
PV_SC2_BPA_40689,PV,BPAT,PNW
PV_SC2_BPA_40711,PV,BPAT,PNW
PV_SC2_BPA_40747,PV,BPAT,PNW
PV_SC2_BPA_40767,PV,BPAT,PNW
PV_SC2_BPA_40792,PV,BPAT,PNW
PV_SC2_BPA_40809,PV,BPAT,PNW
PV_SC2_BPA_40867,PV,BPAT,PNW
PV_SC2_BPA_40899,PV,BPAT,PNW
PV_SC2_BPA_40923,PV,BPAT,PNW
PV_SC2_BPA_40963,PV,BPAT,PNW
PV_SC2_BPA_40975,PV,BPAT,PNW
PV_SC2_BPA_41001,PV,BPAT,PNW
PV_SC2_BPA_41021,PV,BPAT,PNW
PV_SC2_BPA_41049,PV,BPAT,PNW
PV_SC2_BPA_41111,PV,BPAT,PNW
PV_SC2_BPA_41138,PV,BPAT,PNW
PV_SC2_BPA_41149,PV,BPAT,PNW
PV_SC2_BPA_41165,PV,BPAT,PNW
PV_SC2_BPA_45610,PV,BPAT,PNW
PV_SC2_BPA_47082,PV,BPAT,PNW
PV_SC2_BPA_47578,PV,BPAT,PNW
PV_SC2_BPA_62339,PV,BPAT,PNW
PV_SC2_EPE_11014,PV,EPE,NM
PV_SC2_EPE_11061,PV,EPE,NM
PV_SC2_EPE_11080,PV,EPE,NM
PV_SC2_FAR EAST_60185,PV,IPFE,PNW
PV_SC2_GCPD_46045,PV,GCPD,PNW
PV_SC2_GCPD_46158,PV,GCPD,PNW
PV_SC2_GCPD_46164,PV,GCPD,PNW
PV_SC2_MAGIC VLY_60130,PV,IPMV,PNW
PV_SC2_MAGIC VLY_60177,PV,IPMV,PNW
PV_SC2_NEVP_18027,PV,NEVP,NV
PV_SC2_NEVP_18420,PV,NEVP,NV
PV_SC2_NEVP_18904,PV,NEVP,NV
PV_SC2_NWMT_62045,PV,NWMT,MT
PV_SC2_NWMT_62052,PV,NWMT,MT
PV_SC2_NWMT_62055,PV,NWMT,MT
PV_SC2_NWMT_62344,PV,NWMT,MT
PV_SC2_NWMT_62365,PV,NWMT,MT
PV_SC2_PACE_ID_65665,PV,PAID,PNW
PV_SC2_PACE_UT_65135,PV,PAUT,UT
PV_SC2_PACE_UT_65193,PV,PAUT,UT
PV_SC2_PACE_UT_65259,PV,PAUT,UT
PV_SC2_PACE_UT_65309,PV,PAUT,UT
PV_SC2_PACE_UT_65945,PV,PAUT,UT
PV_SC2_PACE_UT_66080,PV,PAUT,UT
PV_SC2_PACE_UT_66400,PV,PAUT,UT
PV_SC2_PACE_UT_66476,PV,PAUT,UT
PV_SC2_PACE_UT_66510,PV,PAUT,UT
PV_SC2_PACE_UT_68055,PV,PAUT,UT
PV_SC2_PACW_45161,PV,PACW,PNW
PV_SC2_PACW_45183,PV,PACW,PNW
PV_SC2_PACW_45195,PV,PACW,PNW
PV_SC2_PACW_45239,PV,PACW,PNW
PV_SC2_PACW_45245,PV,PACW,PNW
PV_SC2_PACW_45317,PV,PACW,PNW
PV_SC2_PNM_10294,PV,PNM,NM
PV_SC2_PNM_10390,PV,PNM,NM
PV_SC2_PNM_10393,PV,PNM,NM
PV_SC2_PNM_12082,PV,PNM,NM
PV_SC2_PSC_70018,PV,PSCO,COWY
PV_SC2_PSC_70038,PV,PSCO,COWY
PV_SC2_PSC_70046,PV,PSCO,COWY
PV_SC2_PSC_70047,PV,PSCO,COWY
PV_SC2_PSC_70122,PV,PSCO,COWY
PV_SC2_PSC_70149,PV,PSCO,COWY
PV_SC2_PSC_70200,PV,PSCO,COWY
PV_SC2_PSC_70206,PV,PSCO,COWY
PV_SC2_PSC_70254,PV,PSCO,COWY
PV_SC2_PSC_70261,PV,PSCO,COWY
PV_SC2_PSC_70284,PV,PSCO,COWY
PV_SC2_PSC_70286,PV,PSCO,COWY
PV_SC2_PSC_70291,PV,PSCO,COWY
PV_SC2_PSC_70343,PV,PSCO,COWY
PV_SC2_PSC_70362,PV,PSCO,COWY
PV_SC2_PSC_70375,PV,PSCO,COWY
PV_SC2_PSC_70432,PV,PSCO,COWY
PV_SC2_PSC_70461,PV,PSCO,COWY
PV_SC2_PSC_70481,PV,PSCO,COWY
PV_SC2_PSC_70513,PV,PSCO,COWY
PV_SC2_PSC_70527,PV,PSCO,COWY
PV_SC2_PSC_70533,PV,PSCO,COWY
PV_SC2_PSC_70539,PV,PSCO,COWY
PV_SC2_PSC_70544,PV,PSCO,COWY
PV_SC2_PSC_70820,PV,PSCO,COWY
PV_SC2_PSC_72811,PV,PSCO,COWY
PV_SC2_PSC_73199,PV,PSCO,COWY
PV_SC2_PSC_73467,PV,PSCO,COWY
PV_SC2_PSE_42300,PV,PSEI,PNW
PV_SC2_PSE_42306,PV,PSEI,PNW
PV_SC2_PSE_42412,PV,PSEI,PNW
PV_SC2_PSE_42500,PV,PSEI,PNW
PV_SC2_PSE_42503,PV,PSEI,PNW
PV_SC2_PSE_42507,PV,PSEI,PNW
PV_SC2_PSE_42700,PV,PSEI,PNW
PV_SC2_PSE_42703,PV,PSEI,PNW
PV_SC2_PSE_42802,PV,PSEI,PNW
PV_SC2_SCL_46403,PV,SCL,PNW
PV_SC2_SCL_46415,PV,SCL,PNW
PV_SC2_SCL_46417,PV,SCL,PNW
PV_SC2_SCL_46423,PV,SCL,PNW
PV_SC2_SCL_46427,PV,SCL,PNW
PV_SC2_SCL_46435,PV,SCL,PNW
PV_SC2_SPP_64379,PV,SPPC,NV
PV_SC2_SRP_14236,PV,SRP,AZ
PV_SC2_SRP_15021,PV,SRP,AZ
PV_SC2_SRP_15033,PV,SRP,AZ
PV_SC2_SRP_15051,PV,SRP,AZ
PV_SC2_SRP_15061,PV,SRP,AZ
PV_SC2_SRP_15088,PV,SRP,AZ
PV_SC2_SRP_15093,PV,SRP,AZ
PV_SC2_SRP_15172,PV,SRP,AZ
PV_SC2_SRP_15173,PV,SRP,AZ
PV_SC2_SRP_15201,PV,SRP,AZ
PV_SC2_SRP_15203,PV,SRP,AZ
PV_SC2_SRP_15204,PV,SRP,AZ
PV_SC2_SRP_15212,PV,SRP,AZ
PV_SC2_SRP_15213,PV,SRP,AZ
PV_SC2_SRP_15216,PV,SRP,AZ
PV_SC2_SRP_15219,PV,SRP,AZ
PV_SC2_TEP_16103,PV,TEPC,AZ
PV_SC2_TEP_16105,PV,TEPC,AZ
PV_SC2_TEP_16111,PV,TEPC,AZ
PV_SC2_TEP_16124,PV,TEPC,AZ
PV_SC2_TEP_16126,PV,TEPC,AZ
PV_SC2_TEP_16902,PV,TEPC,AZ
PV_SC2_TPWR_46609,PV,TPWR,PNW
PV_SC2_TPWR_46645,PV,TPWR,PNW
PV_SC2_TREAS VLY_60110,PV,IPTV,PNW
PV_SC2_TREAS VLY_60207,PV,IPTV,PNW
PV_SC2_TREAS VLY_60249,PV,IPTV,PNW
PV_SC2_TREAS VLY_61828,PV,IPTV,PNW
PV_SC2_WACM_73419,PV,WACM,COWY
PV_SC2_WALC_17016,PV,WALC,AZ
PV_SC2_WAUW_62034,PV,WAUW,MT
PV_SC2_WAUW_63010,PV,WAUW,MT
PV_SC3_APS_14004,PV,AZPS,AZ
PV_SC3_APS_14009,PV,AZPS,AZ
PV_SC3_APS_14010,PV,AZPS,AZ
PV_SC3_APS_14016,PV,AZPS,AZ
PV_SC3_APS_14017,PV,AZPS,AZ
PV_SC3_APS_14031,PV,AZPS,AZ
PV_SC3_APS_14201,PV,AZPS,AZ
PV_SC3_APS_14202,PV,AZPS,AZ
PV_SC3_APS_14205,PV,AZPS,AZ
PV_SC3_APS_14207,PV,AZPS,AZ
PV_SC3_APS_14209,PV,AZPS,AZ
PV_SC3_APS_14210,PV,AZPS,AZ
PV_SC3_APS_14212,PV,AZPS,AZ
PV_SC3_APS_14215,PV,AZPS,AZ
PV_SC3_APS_14216,PV,AZPS,AZ
PV_SC3_APS_14217,PV,AZPS,AZ
PV_SC3_APS_14220,PV,AZPS,AZ
PV_SC3_APS_14222,PV,AZPS,AZ
PV_SC3_APS_14226,PV,AZPS,AZ
PV_SC3_APS_14227,PV,AZPS,AZ
PV_SC3_APS_14228,PV,AZPS,AZ
PV_SC3_APS_14229,PV,AZPS,AZ
PV_SC3_APS_14233,PV,AZPS,AZ
PV_SC3_APS_14237,PV,AZPS,AZ
PV_SC3_APS_14243,PV,AZPS,AZ
PV_SC3_APS_14253,PV,AZPS,AZ
PV_SC3_AVA_40683,PV,BPAT,PNW
PV_SC3_BPA_40046,PV,BPAT,PNW
PV_SC3_BPA_40049,PV,BPAT,PNW
PV_SC3_BPA_40095,PV,BPAT,PNW
PV_SC3_BPA_40375,PV,BPAT,PNW
PV_SC3_BPA_40381,PV,BPAT,PNW
PV_SC3_BPA_40443,PV,BPAT,PNW
PV_SC3_BPA_40595,PV,BPAT,PNW
PV_SC3_BPA_40635,PV,BPAT,PNW
PV_SC3_BPA_40689,PV,BPAT,PNW
PV_SC3_BPA_40711,PV,BPAT,PNW
PV_SC3_BPA_40747,PV,BPAT,PNW
PV_SC3_BPA_40767,PV,BPAT,PNW
PV_SC3_BPA_40792,PV,BPAT,PNW
PV_SC3_BPA_40809,PV,BPAT,PNW
PV_SC3_CFE_20149,PV,CFE,MX
PV_SC3_EPE_11038,PV,EPE,NM
PV_SC3_EPE_11111,PV,EPE,NM
PV_SC3_NEVP_18008,PV,NEVP,NV
PV_SC3_NEVP_18017,PV,NEVP,NV
PV_SC3_NEVP_18018,PV,NEVP,NV
PV_SC3_NEVP_18026,PV,NEVP,NV
PV_SC3_NEVP_18028,PV,NEVP,NV
PV_SC3_NEVP_18029,PV,NEVP,NV
PV_SC3_NEVP_18032,PV,NEVP,NV
PV_SC3_NEVP_18455,PV,NEVP,NV
PV_SC3_NEVP_18466,PV,NEVP,NV
PV_SC3_NEVP_18618,PV,NEVP,NV
PV_SC3_NEVP_18655,PV,NEVP,NV
PV_SC3_NEVP_18904,PV,NEVP,NV
PV_SC3_NEVP_18910,PV,NEVP,NV
PV_SC3_NWMT_62045,PV,NWMT,MT
PV_SC3_NWMT_62052,PV,NWMT,MT
PV_SC3_NWMT_62055,PV,NWMT,MT
PV_SC3_NWMT_62344,PV,NWMT,MT
PV_SC3_NWMT_62365,PV,NWMT,MT
PV_SC3_PACE_ID_65665,PV,PAID,PNW
PV_SC3_PACE_UT_65135,PV,PAUT,UT
PV_SC3_PACE_UT_65193,PV,PAUT,UT
PV_SC3_PACE_UT_65259,PV,PAUT,UT
PV_SC3_PACE_UT_65309,PV,PAUT,UT
PV_SC3_PACE_UT_65945,PV,PAUT,UT
PV_SC3_PACE_UT_66080,PV,PAUT,UT
PV_SC3_PACE_UT_66400,PV,PAUT,UT
PV_SC3_PACE_UT_66476,PV,PAUT,UT
PV_SC3_PACE_UT_66510,PV,PAUT,UT
PV_SC3_PACE_UT_67801,PV,PAUT,UT
PV_SC3_PACE_UT_68055,PV,PAUT,UT
PV_SC3_PACE_WY_65720,PV,PAWY,COWY
PV_SC3_PACE_WY_66133,PV,PAWY,COWY
PV_SC3_PACE_WY_66305,PV,PAWY,COWY
PV_SC3_PACE_WY_66335,PV,PAWY,COWY
PV_SC3_PACE_WY_66423,PV,PAWY,COWY
PV_SC3_PACW_45161,PV,PACW,PNW
PV_SC3_PACW_45183,PV,PACW,PNW
PV_SC3_PACW_45195,PV,PACW,PNW
PV_SC3_PACW_45239,PV,PACW,PNW
PV_SC3_PACW_45317,PV,PACW,PNW
PV_SC3_PGN_43039,PV,PGE,PNW
PV_SC3_PGN_43089,PV,PGE,PNW
PV_SC3_PGN_43215,PV,PGE,PNW
PV_SC3_PGN_43348,PV,PGE,PNW
PV_SC3_PGN_43527,PV,PGE,PNW
PV_SC3_PGN_43600,PV,PGE,PNW
PV_SC3_PGN_43685,PV,PGE,PNW
PV_SC3_PGN_43740,PV,PGE,PNW
PV_SC3_PNM_10025,PV,PNM,NM
PV_SC3_PNM_10111,PV,PNM,NM
PV_SC3_PNM_10229,PV,PNM,NM
PV_SC3_PNM_10368,PV,PNM,NM
PV_SC3_PSC_70018,PV,PSCO,COWY
PV_SC3_PSC_70038,PV,PSCO,COWY
PV_SC3_PSC_70046,PV,PSCO,COWY
PV_SC3_PSC_70047,PV,PSCO,COWY
PV_SC3_PSC_70122,PV,PSCO,COWY
PV_SC3_PSC_70149,PV,PSCO,COWY
PV_SC3_PSC_70200,PV,PSCO,COWY
PV_SC3_PSC_70206,PV,PSCO,COWY
PV_SC3_PSC_70254,PV,PSCO,COWY
PV_SC3_PSC_70261,PV,PSCO,COWY
PV_SC3_PSC_70284,PV,PSCO,COWY
PV_SC3_PSC_70291,PV,PSCO,COWY
PV_SC3_PSC_70362,PV,PSCO,COWY
PV_SC3_PSC_70375,PV,PSCO,COWY
PV_SC3_PSC_70432,PV,PSCO,COWY
PV_SC3_SCE_24251,PV,CISC,CA
PV_SC3_SCE_24701,PV,CISC,CA
PV_SC3_SCE_25616,PV,CISC,CA
PV_SC3_SCE_25666,PV,CISC,CA
PV_SC3_SPP_64017,PV,SPPC,NV
PV_SC3_SPP_64077,PV,SPPC,NV
PV_SC3_SPP_64115,PV,SPPC,NV
PV_SC3_SPP_64124,PV,SPPC,NV
PV_SC3_SPP_64128,PV,SPPC,NV
PV_SC3_SPP_64130,PV,SPPC,NV
PV_SC3_SPP_64512,PV,SPPC,NV
PV_SC3_SRP_15172,PV,SRP,AZ
PV_SC3_SRP_15212,PV,SRP,AZ
PV_SC3_SRP_15216,PV,SRP,AZ
PV_SC3_SRP_15219,PV,SRP,AZ
PV_SC3_TEP_16103,PV,TEPC,AZ
PV_SC3_TEP_16105,PV,TEPC,AZ
PV_SC3_TEP_16126,PV,TEPC,AZ
PV_SC3_WACM_73143,PV,WACM,COWY
PV_SC3_WACM_73380,PV,WACM,COWY
PV_SC3_WACM_73392,PV,WACM,COWY
PV_SC3_WACM_73579,PV,WACM,COWY
PV_SC3_WALC_17016,PV,WALC,AZ
PV_SC3_WALC_19029,PV,WALC,AZ
PV_SC3_WALC_19062,PV,WALC,AZ
PV_SC3_WALC_19208,PV,WALC,AZ
PV_SC3_WALC_19310,PV,WALC,AZ
PV_SC3_WALC_79024,PV,WALC,AZ
PwrCountyN,Wind,PAID,PNW
PwrCountyS,Wind,PAID,PNW
Pyramid_1,Gas CT,PNM,NM
Pyramid_2,Gas CT,PNM,NM
Pyramid_3,Gas CT,PNM,NM
Pyramid_4,Gas CT,PNM,NM
Quality_Wind_1,Wind,BCHA,CAN
Quality_Wind_2,Wind,BCHA,CAN
Quality_Wind_3,Wind,BCHA,CAN
Quality_Wind_4,Wind,BCHA,CAN
Quality_Wind_5,Wind,BCHA,CAN
Quality_Wind_6,Wind,BCHA,CAN
Quality_Wind_7,Wind,BCHA,CAN
QueenCreek,PV,SRP,AZ
Queenstown,Gas CT,AESO,CAN
Quincy_1,Biomass,CIPV,CA
Quincy_2,Biomass,CIPV,CA
QuincyChute,Hydro,GCPD,PNW
R_C_Kirkwood_1,Hydro,CIPV,CA
R_C_Kirkwood_2,Hydro,CIPV,CA
R_C_Kirkwood_3,Hydro,CIPV,CA
Radar_Ridge,Wind,BPAT,PNW
Raft_River1,Geothermal,IPFE,PNW
Raging_River2_1,Hydro,BCHA,CAN
Raging_River2_2,Hydro,BCHA,CAN
Rainbow4_4,Gas CT,AESO,CAN
Rainbow5_5,Gas CT,AESO,CAN
Rainbow9,Hydro,NWMT,MT
Ralph_Wind,Wind,CIPV,CA
Ralston,Hydro,CIPV,CA
Ramonas_L_1,Hydro,BCHA,CAN
Ramonas_U_1,Hydro,BCHA,CAN
Rancho,Hydro,CISD,CA
Rapid_Response,Gas CT,BANC,CA
Rathdrum_1,Gas CT,AVA,PNW
Rathdrum_2,Gas CT,AVA,PNW
RathdrumCC-Total,Gas CC,AVA,PNW
Rawhide_1,Coal,PSCO,COWY
Rawhide_A,Gas CT,PSCO,COWY
Rawhide_B,Gas CT,PSCO,COWY
Rawhide_C,Gas CT,PSCO,COWY
Rawhide_D,Gas CT,PSCO,COWY
Rawhide_F,Gas CT,PSCO,COWY
Ray_D_Nixon_1,Coal,WACM,COWY
Ray_D_Nixon_GT1,Gas CT,WACM,COWY
Ray_D_Nixon_GT2,Gas CT,WACM,COWY
Ray_Elementary1,PV,AZPS,AZ
Ray_High3,PV,AZPS,AZ
Ray_Primary2,PV,AZPS,AZ
Raymond,Hydro,AESO,CAN
RCWMD_LF,Biomass,CISC,CA
RE_Bagdad,PV,AZPS,AZ
RE-Ajo,PV,AZPS,AZ
ReardanTwin,Wind,BPAT,PNW
RECTOR_Agg,Hydro,CISC,CA
Red_Bluff_IC1,Steam,CIPV,CA
Red_Bluff_IC10,Steam,CIPV,CA
Red_Bluff_IC11,Steam,CIPV,CA
Red_Bluff_IC12,Steam,CIPV,CA
Red_Bluff_IC13,Steam,CIPV,CA
Red_Bluff_IC14,Steam,CIPV,CA
Red_Bluff_IC15,Steam,CIPV,CA
Red_Bluff_IC16,Steam,CIPV,CA
Red_Bluff_IC2,Steam,CIPV,CA
Red_Bluff_IC3,Steam,CIPV,CA
Red_Bluff_IC4,Steam,CIPV,CA
Red_Bluff_IC5,Steam,CIPV,CA
