name,Type,Region,Zone
El_Dorado_2,Hydro,CIPV,CA
El_Sobrante1,Biomass,CIPB,CA
El_Sobrante2,Biomass,CIPB,CA
El_Sobrante3,Biomass,CIPB,CA
El_Vado_Dam_1,Hydro,PNM,NM
ElCentroCC2-Total,Gas CC,IID,CA
ElCentroCC3-Total,Gas CC,IID,CA
EldoradoResrvr,Hydro,BCHA,CAN
Electra_1,Hydro,CIPV,CA
Electra_2,Hydro,CIPV,CA
Electra_3,Hydro,CIPV,CA
Electron_1,Hydro,PSEI,PNW
Electron_2,Hydro,PSEI,PNW
Electron_3,Hydro,PSEI,PNW
Electron_4,Hydro,PSEI,PNW
Elk_Creek,Hydro,IPTV,PNW
ElkHillsCC-Total,Gas CC,CIPV,CA
ElkHillsCogen1,Gas CT,CIPV,CA
ElkHillsCogen2,Gas CT,CIPV,CA
Elkhorn_Valley,Wind,IPTV,PNW
Elko_1,Hydro,BCHA,CAN
Elko_2,Hydro,BCHA,CAN
Ella_Butte,Wind,BPAT,PNW
Ellis_Area_Agg,Biomass,CISC,CA
Ellwood_1,Gas CT,CISC,CA
ElmoreCompany,Geothermal,IID,CA
ElmworthG5_5,Gas CT,AESO,CAN
ElmworthG6_6,Gas CT,AESO,CAN
ElmworthG7_7,Gas CT,AESO,CAN
ElmworthG8_8,Gas CT,AESO,CAN
ElmworthG9_9,Gas CT,AESO,CAN
ElNidoFacility,Biomass,CIPV,CA
ElSegndCogCC1-Total,Gas CC,CISC,CA
ElSegndCogCC2-Total,Gas CC,CISC,CA
ElSegndCogCC3-Total,Gas CC,CISC,CA
ElSegndEnrgCC1-Total,Gas CC,CISC,CA
ElSegndEnrgCC2-Total,Gas CC,CISC,CA
Eltopia_Branch,Hydro,TPWR,PNW
EncanWind,Wind,CISC,CA
EncogenCC-Total,Gas CC,PSEI,PNW
Energetics_PV,PV,BPAT,PNW
EnterprisePeakr,Gas CT,CISD,CA
EON_Foresight_1,PV,TEPC,AZ
EON_Valencia_1,PV,TEPC,AZ
EPCC-1,PV,EPE,NM
Equilon_LA_1,CHP-QF,LDWP,CA
Equilon_LA_2,CHP-QF,LDWP,CA
Equilon_LA_3,CHP-QF,LDWP,CA
Escalante_1,Coal,PNM,NM
ESJWind,Wind,CISD,CA
EsquatzelCanal,Hydro,BPAT,PNW
Estes_1,Hydro,WACM,COWY
Estes_2,Hydro,WACM,COWY
Estes_3,Hydro,WACM,COWY
Etiwanda_Hydro,Hydro,CISC,CA
EtiwandaAreaAgg,Gas CT,CISC,CA
EurusCombinHill,Wind,BPAT,PNW
EvanderAndrews1,Gas CT,IPTV,PNW
EvanderAndrews2,Gas CT,IPTV,PNW
EvanderAndrews3,Gas CT,IPTV,PNW
Evergreen_Pulp,Biomass,CIPV,CA
Exchequer,Hydro,CIPV,CA
Fairfield_Wind,Wind,NWMT,MT
Fairhaven_Pwr,Biomass,CIPV,CA
Fall_Creek_1,Hydro,BPAT,PNW
Fall_Creek_2,Hydro,BPAT,PNW
Fall_Creek_3,Hydro,BPAT,PNW
FallsRiver_BC_1,Hydro,BCHA,CAN
FallsRiver_BC_2,Hydro,BCHA,CAN
FallsRiver_ID1,Hydro,IPFE,PNW
FallsRiver_ID2,Hydro,IPFE,PNW
Faraday_1,Hydro,PGE,PNW
Faraday_2,Hydro,PGE,PNW
Faraday_3,Hydro,PGE,PNW
Faraday_4,Hydro,PGE,PNW
Faraday_5,Hydro,PGE,PNW
Faraday_6,Hydro,PGE,PNW
FargoDrop,Hydro,IPTV,PNW
FarmPowerLynden,Biomass,PSEI,PNW
FarmPowerMistyMeadow,Biomass,BPAT,PNW
FarmPowerRexville,Biomass,PSEI,PNW
FarmPowerTillamook,Biomass,BPAT,PNW
Faulkner_1,Geothermal,SPPC,NV
Faulkner_Ranch,Hydro,IPMV,PNW
Feather_River,Gas CT,CIPV,CA
Fellow_QF,Coal,CIPV,CA
FeltHydro1,Hydro,IPFE,PNW
FeltHydro2,Hydro,IPFE,PNW
FeltHydro3,Hydro,IPFE,PNW
FerndaleCC-Total,Gas CC,PSEI,PNW
Finley_Bio1,Biomass,BPAT,PNW
Finley_Bio2,Biomass,BPAT,PNW
Finley_Bio3,Biomass,BPAT,PNW
Fire_Kwalsa1,Hydro,BCHA,CAN
Fire_Kwalsa2,Hydro,BCHA,CAN
Firebag_7,Gas CT,AESO,CAN
Firebag3-1,Gas CT,AESO,CAN
Firebag3-2,Gas CT,AESO,CAN
Firebag4-1,Gas CT,AESO,CAN
Firebag4-2,Gas CT,AESO,CAN
Fiscalini_1,Biomass,CIPV,CA
Fish_Creek_1,Hydro,PACW,PNW
Fisheries_Dev,Hydro,IPMV,PNW
FIT_1,PV,BANC,CA
FitzsimonsCreek,Hydro,BCHA,CAN
FivePoints,PV,CIPV,CA
FlamingGorge1,Hydro,WACM,COWY
FlamingGorge2,Hydro,WACM,COWY
FlamingGorge3,Hydro,WACM,COWY
Flatiron_1,Hydro,WACM,COWY
Flatiron_2,Hydro,WACM,COWY
Flatiron_3,Hydro,WACM,COWY
Fleish_1,Hydro,SPPC,NV
FlintCreek,Hydro,NWMT,MT
FloWind,Wind,CISC,CA
Folsom_1,Hydro,BANC,CA
Folsom_2,Hydro,BANC,CA
Folsom_3,Hydro,BANC,CA
Fontana_RT1,PV,CISC,CA
Fontana_RT2,PV,CISC,CA
Fontana1,Hydro,CISC,CA
Fontana2,Hydro,CISC,CA
Fontenelle_1,Hydro,WACM,COWY
Foote_Creek1,Wind,PAWY,COWY
Foote_Creek2,Wind,PAWY,COWY
Foote_Creek3,Wind,PAWY,COWY
Foote_Creek4,Wind,PAWY,COWY
Foothill_Feeder,Hydro,CISC,CA
Foothill_LA,Hydro,CISC,CA
FoothillFeeder1,Hydro,LDWP,CA
FoothillFeeder2,Hydro,LDWP,CA
Foothills_CO,Hydro,PSCO,COWY
Forbestown_1,Hydro,CIPV,CA
Forks_Butte1,Hydro,CIPV,CA
Forks_Butte2,Hydro,CIPV,CA
Forrest_Kerr1,Hydro,BCHA,CAN
Forrest_Kerr2,Hydro,BCHA,CAN
Forrest_Kerr3,Hydro,BCHA,CAN
Forrest_Kerr4,Hydro,BCHA,CAN
Forrest_Kerr5,Hydro,BCHA,CAN
Forrest_Kerr6,Hydro,BCHA,CAN
Forrest_Kerr7,Hydro,BCHA,CAN
Forrest_Kerr8,Hydro,BCHA,CAN
Forrest_Kerr9,Hydro,BCHA,CAN
Fort_Peck_1,Hydro,WAUW,MT
Fort_Peck_2,Hydro,WAUW,MT
Fort_St_James,Biomass,BCHA,CAN
FortNelson1,Gas CT,AESO,CAN
FortNelson2,Gas CT,AESO,CAN
FortPeck3,Hydro,WAUW,MT
FortSeward_QF,Hydro,CIPV,CA
FortStVrainCC-Total,Gas CC,PSCO,COWY
FortStVrainGT5,Gas CT,PSCO,COWY
FortStVrainGT6,Gas CT,PSCO,COWY
Foster_1,Hydro,BPAT,PNW
Foster_2,Hydro,BPAT,PNW
FosterCreek1,Gas CT,AESO,CAN
FosterCreek2,Gas CT,AESO,CAN
FosterWhlrCC-Total,CHP-QF,CIPB,CA
FountainValley1,Gas CT,PSCO,COWY
FountainValley2,Gas CT,PSCO,COWY
FountainValley3,Gas CT,PSCO,COWY
FountainValley4,Gas CT,PSCO,COWY
FountainValley5,Gas CT,PSCO,COWY
FountainValley6,Gas CT,PSCO,COWY
FourBrothers,PV,PAUT,UT
FourCorners4-Total,Coal,AZPS,AZ
FourCorners5-Total,Coal,AZPS,AZ
Frank_Knutson1,Gas CT,PSCO,COWY
Frank_Knutson2,Gas CT,PSCO,COWY
Frankenheimer,Hydro,BANC,CA
Franklin_1,Hydro,LDWP,CA
FranklinGrays1,Gas CT,BPAT,PNW
FranklinGrays2,Gas CT,BPAT,PNW
FranklinGrays3,Gas CT,BPAT,PNW
FranklinGrays4,Gas CT,BPAT,PNW
FraserLake1,Biomass,BCHA,CAN
FraserLake2,Biomass,BCHA,CAN
FraserRichmond,Biomass,BCHA,CAN
FrazPark,Wind,CISC,CA
FredericksonCC-Total,Gas CC,BPAT,PNW
Fredonia_1,Gas CT,PSEI,PNW
Fredonia_2,Gas CT,PSEI,PNW
Fredonia_3,Gas CT,PSEI,PNW
Fredonia_4,Gas CT,PSEI,PNW
FremontCanyon1,Hydro,WACM,COWY
FremontCanyon2,Hydro,WACM,COWY
French_Meadows,Hydro,CIPV,CA
FresnoCogenCC-Total,Gas CC,CIPV,CA
FresnoPeakr_CT,Gas CT,CIPV,CA
FriantFR1,Hydro,CIPV,CA
FriantM1,Hydro,CIPV,CA
FriantRO1,Hydro,CIPV,CA
FriantRO2,Hydro,CIPV,CA
FrickWind1,Wind,CIPB,CA
FrickWind2,Wind,CIPB,CA
Fries_Creek_1,Hydro,BCHA,CAN
Frito_Lay_Cogen,Gas CT,CIPV,CA
FrontRangeCC-Total,Gas CC,WACM,COWY
FRV-SunEdison,PV,TEPC,AZ
Ft_James_Cogen,Other,PACW,PNW
FtJames1,Biomass,PACW,PNW
Fulton_QF,Hydro,CIPV,CA
Furry_Creek,Hydro,BCHA,CAN
Gadsby_4,Gas CT,PAUT,UT
Gadsby_5,Gas CT,PAUT,UT
Gadsby_6,Gas CT,PAUT,UT
Galena2_1,Geothermal,SPPC,NV
Galena3_1,Geothermal,SPPC,NV
Galena3_2,Geothermal,SPPC,NV
GAP_Cholla-2REPL,Gas CT,SRP,AZ
GAP_NavajoREPL,Gas CT,AZPS,AZ
GAP_ReidGardner1REPL,Gas CT,NEVP,NV
GAP_ReidGardner2REPL,Gas CT,NEVP,NV
GarnetWind-G3,Wind,CISC,CA
GatesPeaker_CT,Gas CT,CIPV,CA
GatesSolarStation1,PV,CIPV,CA
GatewayCC-Total,Gas CC,CIPB,CA
GaviotaOil1,Gas CT,CISC,CA
GaviotaOil2,Gas CT,CISC,CA
GaviotaOil3,Gas CT,CISC,CA
GaviotaOil4,Gas CT,CISC,CA
GaviotaOil5,Gas CT,CISC,CA
Gem_State_1,Hydro,PAID,PNW
GenePump1,Other,CISC,CA
GenePump2,Other,CISC,CA
GenePump3,Other,CISC,CA
GenePump4,Other,CISC,CA
GenePump5,Other,CISC,CA
GenePump6,Other,CISC,CA
GenePump7,Other,CISC,CA
GenePump8,Other,CISC,CA
Genesee_2_2,Coal,AESO,CAN
Genesee_3_3,Coal,AESO,CAN
Genesee1-1,Coal,AESO,CAN
GenesisSolarEnergy1,CSP,CISC,CA
GenesisSolarEnergy2,CSP,CISC,CA
GeoEastMesa2-1,Geothermal,IID,CA
GeoEastMesa3_1,Geothermal,IID,CA
GeoEastMesa3_2,Geothermal,IID,CA
GeoEnrgyPart,Geothermal,BANC,CA
GeorgeBirdsall1,Other,WACM,COWY
GeorgeBirdsall2,Other,WACM,COWY
GeorgeBirdsall3,Other,WACM,COWY
Georgetown_1,Hydro,PSCO,COWY
Georgetown_2,Hydro,PSCO,COWY
Geothermal_2_3,Geothermal,CIPV,CA
Geothermal_2_4,Geothermal,CIPV,CA
Geothermal1-1,Geothermal,CIPV,CA
Geothermal1-2,Geothermal,CIPV,CA
Geysers05,Geothermal,CIPV,CA
Geysers06,Geothermal,CIPV,CA
Geysers07,Geothermal,CIPV,CA
Geysers08,Geothermal,CIPV,CA
Geysers11,Geothermal,CIPV,CA
Geysers12,Geothermal,CIPV,CA
Geysers13,Geothermal,CIPV,CA
Geysers14,Geothermal,CIPV,CA
Geysers16,Geothermal,CIPV,CA
Geysers17,Geothermal,CIPV,CA
Geysers18,Geothermal,CIPV,CA
Geysers20,Geothermal,CIPV,CA
Ghost_Pine_G1_1,Wind,AESO,CAN
Ghost_Pine_G2_2,Wind,AESO,CAN
Ghost_Pine_G3_3,Wind,AESO,CAN
Ghost_Pine_G4_4,Wind,AESO,CAN
Ghost_Pine_G5_5,Wind,AESO,CAN
GHOST1_1,Hydro,AESO,CAN
GHOST2_2,Hydro,AESO,CAN
GHOST3_3,Hydro,AESO,CAN
GHOST4_4,Hydro,AESO,CAN
Gianera_1,Gas CT,CIPB,CA
Gianera_2,Gas CT,CIPB,CA
Giffen_1,PV,CIPV,CA
GilaBendCC-Total,Gas CC,AZPS,AZ
GilaRiverCC1-Total,Gas CC,AZPS,AZ
GilaRiverCC2-Total,Gas CC,AZPS,AZ
GilaRiverCC3-Total,Gas CC,AZPS,AZ
GilaRiverCC4-Total,Gas CC,AZPS,AZ
Gillespie_Solar,PV,AZPS,AZ
GilroyCC-Total,CHP-QF,CIPB,CA
GilroyEnergyPeaking1,Gas CT,CIPB,CA
GilroyEnergyPeaking2,Gas CT,CIPB,CA
GilroyEnergyPeaking3,Gas CT,CIPB,CA
GlacierWind1,Wind,NWMT,MT
GlacierWind2,Wind,NWMT,MT
Glen_Canyon1,Hydro,WALC,AZ
Glen_Canyon2,Hydro,WALC,AZ
Glen_Canyon3,Hydro,WALC,AZ
Glen_Canyon4,Hydro,WALC,AZ
Glen_Canyon5,Hydro,WALC,AZ
Glen_Canyon6,Hydro,WALC,AZ
Glen_Canyon7,Hydro,WALC,AZ
Glen_Canyon8,Hydro,WALC,AZ
Glen_Solar,PV,LDWP,CA
Glenarm_GT1,Gas CT,CISC,CA
Glenarm_GT2,Gas CT,CISC,CA
Glenarm_GT3,Gas CT,CISC,CA
Glenarm_GT4,Gas CT,CISC,CA
Glendale_LF,Biomass,AZPS,AZ
Glendo_1,Hydro,WACM,COWY
Glendo_2,Hydro,WACM,COWY
Glenrock_1,Wind,PAWY,COWY
Glenrock_2,Wind,PAWY,COWY
GoalLineCC-Total,CHP-QF,CISD,CA
Gold_Creek1-1,Gas CT,AESO,CAN
Golden_Biomass,Biomass,BCHA,CAN
Golden_Hills,Wind,BPAT,PNW
Golden_Valley,Wind,IPMV,PNW
GoldendaleCC-Total,Gas CC,PSEI,PNW
GoldenSpringsC,PV,CISC,CA
GoldenSpringsD,PV,CISC,CA
Goldtown,Wind,CISC,CA
Goodnoe_Hills1,Wind,PACW,PNW
Goodnoe_Hills2,Wind,BPAT,PNW
Goose_Haven,Gas CT,CIPV,CA
GordonButte,Wind,NWMT,MT
GordonMShrum01,Hydro,BCHA,CAN
GordonMShrum02,Hydro,BCHA,CAN
GordonMShrum03,Hydro,BCHA,CAN
GordonMShrum04,Hydro,BCHA,CAN
GordonMShrum05,Hydro,BCHA,CAN
GordonMShrum06,Hydro,BCHA,CAN
GordonMShrum07,Hydro,BCHA,CAN
GordonMShrum08,Hydro,BCHA,CAN
GordonMShrum09,Hydro,BCHA,CAN
GordonMShrum10,Hydro,BCHA,CAN
Gorge21,Hydro,SCL,PNW
Gorge22,Hydro,SCL,PNW
Gorge23,Hydro,SCL,PNW
Gorge24,Hydro,SCL,PNW
Goshen_Phase2,Wind,PAID,PNW
GosselinHydroGEN1,Hydro,CIPV,CA
GosselinHydroGEN2,Hydro,CIPV,CA
GP_CHP1_1,Biomass,AESO,CAN
Grace_3,Hydro,PAID,PNW
Grace_4,Hydro,PAID,PNW
Grace_5,Hydro,PAID,PNW
Grand_Valley1,Hydro,PSCO,COWY
Grand_Valley2,Hydro,PSCO,COWY
GrandCoulee01,Hydro,BPAT,PNW
GrandCoulee02,Hydro,BPAT,PNW
GrandCoulee03,Hydro,BPAT,PNW
GrandCoulee04,Hydro,BPAT,PNW
GrandCoulee05,Hydro,BPAT,PNW
GrandCoulee06,Hydro,BPAT,PNW
GrandCoulee07,Hydro,BPAT,PNW
GrandCoulee08,Hydro,BPAT,PNW
GrandCoulee09,Hydro,BPAT,PNW
GrandCoulee10,Hydro,BPAT,PNW
GrandCoulee11,Hydro,BPAT,PNW
GrandCoulee12,Hydro,BPAT,PNW
GrandCoulee13,Hydro,BPAT,PNW
GrandCoulee14,Hydro,BPAT,PNW
GrandCoulee15,Hydro,BPAT,PNW
GrandCoulee16,Hydro,BPAT,PNW
GrandCoulee17,Hydro,BPAT,PNW
GrandCoulee18,Hydro,BPAT,PNW
GrandCoulee19,Hydro,BPAT,PNW
GrandCoulee20,Hydro,BPAT,PNW
GrandCoulee21,Hydro,BPAT,PNW
GrandCoulee22,Hydro,BPAT,PNW
GrandCoulee23,Hydro,BPAT,PNW
GrandCoulee24,Hydro,BPAT,PNW
GrandCouleePG07,Other,BPAT,PNW
GrandCouleePG08,Other,BPAT,PNW
GrandCouleePG09,Other,BPAT,PNW
GrandCouleePG10,Other,BPAT,PNW
GrandCouleePG11,Other,BPAT,PNW
GrandCouleePG12,Other,BPAT,PNW
GrandPrairie,Gas CT,AESO,CAN
GrapelandPeaker,Gas CT,CISC,CA
GraysHarborCC-Total,Gas CC,BPAT,PNW
Grayson_3,Other,LDWP,CA
Grayson_4,Other,LDWP,CA
Grayson_5,Other,LDWP,CA
Grayson_9,Gas CT,LDWP,CA
GraysonCC-Total,Gas CC,LDWP,CA
Great_Basin_1,Wind,SPPC,NV
Greater_Nanaimo,Biomass,BCHA,CAN
GreaterSandhill1,PV,PSCO,COWY
GreaterSandhill2Alam,PV,PSCO,COWY
Green_Holdings1,Wind,PSCO,COWY
Green_Holdings2,Wind,PSCO,COWY
Green_Peter_1,Hydro,BPAT,PNW
Green_Peter_2,Hydro,BPAT,PNW
Green_Springs,Hydro,BPAT,PNW
Greenleaf2,CHP-QF,CIPV,CA
GreenleafCC-Total,CHP-QF,CIPV,CA
GreenMountain1,Hydro,WACM,COWY
GreenMountain2,Hydro,WACM,COWY
GreenPowerWind1,Wind,CISC,CA
GreenPowerWind2,Wind,CISC,CA
GreenPowerWind3,Wind,CISC,CA
GregAvenue1,Hydro,CISC,CA
GridleyMain2,PV,CIPV,CA
GriffithCC-Total,Gas CC,WALC,AZ
Grizzly_NA1,Hydro,CIPV,CA
Gross_Hydro,Hydro,PSCO,COWY
GrossmontHospital,Gas CT,CISD,CA
Guadalupe1,Biomass,CIPB,CA
Guadalupe2,Biomass,CIPB,CA
Guadalupe3,Biomass,CIPB,CA
Guadalupe4,Biomass,CIPB,CA
Guernsey_1,Hydro,WACM,COWY
Guernsey_2,Hydro,WACM,COWY
H._Gonzales_G1,Gas CT,CISC,CA
H._Gonzales_G2,Gas CT,CISC,CA
H_M_Jackson_1,Hydro,BPAT,PNW
H_M_Jackson_2,Hydro,BPAT,PNW
H_M_Jackson_3,Hydro,BPAT,PNW
H_M_Jackson_4,Hydro,BPAT,PNW
Haas1,Hydro,CIPV,CA
Haas2,Hydro,CIPV,CA
Hailey_Cspp_1,Hydro,IPMV,PNW
Haiwee_1,Hydro,CISC,CA
Haiwee_2,Hydro,CISC,CA
Halkirk1,Wind,AESO,CAN
Halkirk2,Wind,AESO,CAN
Halsey_1,Hydro,CIPV,CA
HamiltonBranch1,Hydro,CIPV,CA
HamiltonBranch2,Hydro,CIPV,CA
Hammett_Hill,Wind,IPTV,PNW
HanfordEnergy1,Gas CT,CIPV,CA
HanfordEnergy2,Gas CT,CIPV,CA
HappyJack,Wind,WACM,COWY
Harbor_GT10,Gas CT,LDWP,CA
Harbor_GT11,Gas CT,LDWP,CA
Harbor_GT12,Gas CT,LDWP,CA
Harbor_GT13,Gas CT,LDWP,CA
Harbor_GT14,Gas CT,LDWP,CA
HarborCC-Total,Gas CC,LDWP,CA
HarborCgnCC-Total,Gas CC,CISC,CA
Hardin,Coal,NWMT,MT
Harmac_Biomass,Biomass,BCHA,CAN
HarquahalaCC1-Total,Gas CC,SRP,AZ
HarquahalaCC2-Total,Gas CC,SRP,AZ
HarquahalaCC3-Total,Gas CC,SRP,AZ
Harry_Allen_GT1,Gas CT,NEVP,NV
Harry_Allen_GT4,Gas CT,NEVP,NV
HarryAllenCC-Total,Gas CC,NEVP,NV
Hartland_LF_1,Biomass,BCHA,CAN
Hartzog_1,Gas CT,WACM,COWY
Hartzog_2,Gas CT,WACM,COWY
Hartzog_3,Gas CT,WACM,COWY
Harvest_Wind,Wind,BPAT,PNW
Hatch_Solar_EC,PV,EPE,NM
Hatchet_Creek,Hydro,CIPV,CA
Hatchet_Ridge,Wind,CIPV,CA
HatCreek1,Hydro,CIPV,CA
HatCreek2,Hydro,CIPV,CA
HatCreekSmlAgg1,Hydro,CIPV,CA
HatCreekSmlAgg2,Hydro,CIPV,CA
HatCreekSmlAgg3,Hydro,CIPV,CA
Hauer_Creek_1,Hydro,BCHA,CAN
Hauser_HAU1,Hydro,NWMT,MT
Hauser_HAU2,Hydro,NWMT,MT
Hauser_HAU3,Hydro,NWMT,MT
Hauser_HAU4,Hydro,NWMT,MT
Hauser_HAU5,Hydro,NWMT,MT
Hauser_HAU6,Hydro,NWMT,MT
Hay_Canyon,Wind,BPAT,PNW
Hayden_1,Coal,PSCO,COWY
Hayden_2,Coal,WACM,COWY
Haynes_11,Gas CT,LDWP,CA
Haynes_12,Gas CT,LDWP,CA
Haynes_13,Gas CT,LDWP,CA
Haynes_14,Gas CT,LDWP,CA
Haynes_15,Gas CT,LDWP,CA
Haynes_16,Gas CT,LDWP,CA
Haynes_2,Other,LDWP,CA
HaynesCC-Total,Gas CC,LDWP,CA
Haypress_LGEN,Hydro,CIPV,CA
Haypress_UGEN,Hydro,CIPV,CA
Hazelton_B1,Hydro,IPMV,PNW
Hazelton_B2,Hydro,IPMV,PNW
Headgate_Rock_1,Hydro,WALC,AZ
Headgate_Rock_2,Hydro,WALC,AZ
Headgate_Rock_3,Hydro,WALC,AZ
HeartMountain,Hydro,WACM,COWY
HeberGeo1,Geothermal,IID,CA
HeberGeo2,Geothermal,IID,CA
HeberGeo3,Geothermal,IID,CA
Hell_Hole,Hydro,CIPV,CA
Hellroaring1,Hydro,BPAT,PNW
Hellroaring2,Hydro,BPAT,PNW
Hells_Canyon_1,Hydro,IPTV,PNW
Hells_Canyon_2,Hydro,IPTV,PNW
Hells_Canyon_3,Hydro,IPTV,PNW
HelmsPS1,Storage,CIPV,CA
HelmsPS2,Storage,CIPV,CA
HelmsPS3,Storage,CIPV,CA
Henrietta1,Gas CT,CIPV,CA
Henrietta2,Gas CT,CIPV,CA
HermistnCC-Total,Gas CC,BPAT,PNW
HermistnGenCC1-Total,Gas CC,PACW,PNW
HermistnGenCC2-Total,Gas CC,PACW,PNW
Hickman_1,Hydro,TIDC,CA
Hickman_2,Hydro,BANC,CA
HiddenHollow1,Biomass,IPTV,PNW
HiddenHollow2,Biomass,IPTV,PNW
HigginsCC-Total,Gas CC,NEVP,NV
High_Mesa,Wind,IPTV,PNW
High_Plains,Wind,PAWY,COWY
HighDesertCC-Total,Gas CC,CISC,CA
Highlands_Wind,Wind,WACM,COWY
HighLonesomMesa,Wind,PNM,NM
HighSierra1,CHP-QF,CIPV,CA
HighSierra2,Gas CT,CIPV,CA
HighWinds1,Wind,CIPB,CA
HighWinds2,Wind,CIPV,CA
HighwoodGenStation,Gas CT,NWMT,MT
Hillcrest_PS,Hydro,PSCO,COWY
HillsCreek1,Hydro,BPAT,PNW
HillsCreek2,Hydro,BPAT,PNW
HLPwrGEN1,Biomass,CIPV,CA
Holter_HOL1,Hydro,NWMT,MT
Holter_HOL2,Hydro,NWMT,MT
Holter_HOL3,Hydro,NWMT,MT
Holter_HOL4,Hydro,NWMT,MT
HooleyDigester1,Biomass,BPAT,PNW
HooleyDigester2,Biomass,BPAT,PNW
Hoover_Dam_A1,Hydro,WALC,AZ
Hoover_Dam_A2,Hydro,WALC,AZ
Hoover_Dam_A3,Hydro,WALC,AZ
Hoover_Dam_A4,Hydro,WALC,AZ
Hoover_Dam_A5,Hydro,WALC,AZ
Hoover_Dam_A6,Hydro,WALC,AZ
Hoover_Dam_A7,Hydro,WALC,AZ
Hoover_Dam_A8,Hydro,WALC,AZ
Hoover_Dam_A9,Hydro,WALC,AZ
Hoover_Dam_N1,Hydro,NEVP,NV
Hoover_Dam_N2,Hydro,NEVP,NV
Hoover_Dam_N3,Hydro,NEVP,NV
Hoover_Dam_N4,Hydro,NEVP,NV
Hoover_Dam_N5,Hydro,NEVP,NV
Hoover_Dam_N6,Hydro,NEVP,NV
Hoover_Dam_N7,Hydro,NEVP,NV
Hoover_Dam_N8,Hydro,NEVP,NV
HopkinsRidge1,Wind,BPAT,PNW
HopkinsRidge2,Wind,BPAT,PNW
HorizonCC-Total,Gas CC,AESO,CAN
Horse_Mesa_HM1,Hydro,SRP,AZ
Horse_Mesa_HM2,Hydro,SRP,AZ
Horse_Mesa_HM3,Hydro,SRP,AZ
Horse_Mesa_HM4,Storage,SRP,AZ
HorseButteWind1,Wind,BPAT,PNW
HorseshoBendHY1,Hydro,IPTV,PNW
HorseshoBendHY2,Hydro,IPTV,PNW
HorseshoBendW1,Wind,BPAT,PNW
HorseshoBendW2,Wind,BPAT,PNW
HorseshoBendWP,Wind,NWMT,MT
Horseshoe1_HY1,Hydro,AESO,CAN
Horseshoe2_HY2,Hydro,AESO,CAN
Horseshoe3_HY3,Hydro,AESO,CAN
Horseshoe4_HY4,Hydro,AESO,CAN
HotSpringsWind,Wind,IPTV,PNW
HudsonRanchPwr2,Geothermal,IID,CA
Humboldt_QF,Hydro,CIPV,CA
HumboldtBayIC01,Steam,CIPV,CA
HumboldtBayIC02,Steam,CIPV,CA
HumboldtBayIC03,Steam,CIPV,CA
HumboldtBayIC04,Steam,CIPV,CA
HumboldtBayIC05,Steam,CIPV,CA
HumboldtBayIC06,Steam,CIPV,CA
HumboldtBayIC07,Steam,CIPV,CA
HumboldtBayIC08,Steam,CIPV,CA
HumboldtBayIC09,Steam,CIPV,CA
HumboldtBayIC10,Steam,CIPV,CA
Hungry_Horse_1,Hydro,BPAT,PNW
Hungry_Horse_2,Hydro,BPAT,PNW
Hungry_Horse_3,Hydro,BPAT,PNW
Hungry_Horse_4,Hydro,BPAT,PNW
Hunter_1,Coal,PAUT,UT
Hunter_2,Coal,PAUT,UT
Hunter_3,Coal,PAUT,UT
Huntington_1,Coal,PAUT,UT
Huntington_2,Coal,PAUT,UT
HuronSolar,PV,CIPV,CA
HurricaneCityPwr1,Other,PAUT,UT
HurricaneCityPwr2,Other,PAUT,UT
HurricaneCityPwr3,Other,PAUT,UT
HurricaneCityPwr4,Gas CT,PAUT,UT
HurricaneCityPwr5,Gas CT,PAUT,UT
HurricaneCityPwr6,Gas CT,PAUT,UT
HurricaneCityPwr7,Gas CT,PAUT,UT
HurricaneCityPwr8,Gas CT,PAUT,UT
HurricaneCityPwr9,Gas CT,PAUT,UT
HutchinsnCreek1,Hydro,PSEI,PNW
HWilsonSundtGT1,Gas CT,TEPC,AZ
HWilsonSundtGT2,Gas CT,TEPC,AZ
HWilsonSundtST1,Other,TEPC,AZ
HWilsonSundtST2,Other,TEPC,AZ
HWilsonSundtST3,Other,TEPC,AZ
HWilsonSundtST4,Coal,TEPC,AZ
Hyder_Solar_PV1,PV,AZPS,AZ
Hyder_Solar_PV2,PV,AZPS,AZ
Hystad_Creek_1,Hydro,BCHA,CAN
Hystad_Creek_2,Hydro,BCHA,CAN
IBM_COTTLE_1,Gas CT,CIPV,CA
Ice_Harbor_1,Hydro,BPAT,PNW
Ice_Harbor_2,Hydro,BPAT,PNW
Ice_Harbor_3,Hydro,BPAT,PNW
Ice_Harbor_4,Hydro,BPAT,PNW
Ice_Harbor_5,Hydro,BPAT,PNW
Ice_Harbor_6,Hydro,BPAT,PNW
Idylwilde_1,Hydro,PSCO,COWY
Idylwilde_2,Hydro,PSCO,COWY
Ignacio_QF,Wind,CIPV,CA
IID_Drop_2_1,Hydro,IID,CA
IID_Drop_2_2,Hydro,IID,CA
IID_Drop_3_1,Hydro,IID,CA
IID_Drop_3_2,Hydro,IID,CA
IID_Drop_4_1,Hydro,IID,CA
IID_Drop_4_2,Hydro,IID,CA
IID_Drop_5_1,Hydro,IID,CA
IID_Drop_5_2,Hydro,IID,CA
IID_Drop1-1,Hydro,IID,CA
IID_PVF_21007,PV,IID,CA
IID_PVF_21038,PV,IID,CA
